id,output
q_1717,伊莎贝尔总共花费了 12 + 43 + 15 + 4 + 22 = 96 美元。三人平摊费用，每人付了 96 ÷ 3 = 32 美元。
q_1718,850
q_1719,C. plate tectonics.
q_1720,Tennis
q_1721,(B) Numerical Values
q_1722,Seth is 16 years old.
q_1723,"fasciculate, judicature, presto"
q_1724,(D) green
q_1725,green cards = 15 + 9 = **24**
q_1726,4000
q_1727,Cats
q_1728,140*
q_1729,"Yes. Supreme Court Justices serve for their entire life, which is longer than the average 10-year term of a Senator."
q_1730,B. The presence and distribution of alleles diverge.
q_1731,"Yes, after viewing the Mona Lisa at The Louvre, you can get lunch nearby on foot since there are many restaurants within walking distance of the museum."
q_1732,Total windows smashed: 64 + 48 = 112
q_1733,(D) Named Entities
q_1734,Dallas
q_1735,after 4 weeks he has 3 + 4 = 7 balls.
q_1736,No.
q_1737,Porridge
q_1738,120
q_1739,120
q_1740,"In 1785, the duc de Choiseul's plan for focused military efforts was to support the American Revolution by providing military aid to the American colonies, aiming to weaken British power and gain strategic advantages in the ongoing conflict."
q_1741,A. balance
q_1742,**156**
q_1743,98
q_1744,360 degrees
q_1745,"Polo called the Yuan semi-capital ""Shangdu."""
q_1746,Into the Woods
q_1747,B. the effect of warmed water on aquatic life
q_1748,250
q_1749,A. transportation
q_1750,$60
q_1751,"No, telescopes cannot hear noise. Telescopes are designed to collect and focus light, allowing us to see distant objects. They are not capable of detecting sound or hearing noise."
q_1752,B. 12:05 in the afternoon
q_1753,Mark paid $150.
q_1754,140 నిమిషాలు
q_1755,Speed skating
q_1756,Faggots
q_1757,9
q_1758,Yes
q_1759,1960
q_1760,"Edmonton, Alberta"
q_1761,"No, United Airlines was not blameless in the worst crash in history. The Tenerife Airport disaster, the deadliest aviation accident, involved a Boeing 747 operated by KLM and a Pan Am 747, not United Airlines. United Airlines was not directly involved in the incident."
q_1762,Jack White
q_1763,24
q_1764,"Course content in a private school is typically determined by the school's curriculum, which is developed by the school's administration and faculty. This curriculum is often based on educational standards, academic goals, and pedagogical approaches chosen by the school. Private schools have the autonomy to design their own course offerings, which may include a wide range of subjects, specialized programs, or unique educational philosophies, depending on the school's mission and educational philosophy."
q_1765,Cannon Mountain is 4080 feet tall.
q_1766,Pat McCarran
q_1767,147
q_1768,(D) kite
q_1769,Yes.
q_1770,"Companies employed increased investment in research and development, collaboration with academic institutions, and the establishment of dedicated research labs to address the deficit in understanding algorithmic complexity."
q_1771,Total amount of money Dillon will spend is $345.
q_1772,Smith!
q_1773,(D) mold finger
q_1774,Total price for all three jewels is $6200.
q_1775,Greenock
q_1776,"During the period from the 1970s onwards, income inequality in the United States began to increase."
q_1777,124
q_1778,Josey needed 6 pints of gasoline.
q_1779,12
q_1780,The History Boys
q_1781,United States Air Force
q_1782,The Persians were defeated by the Athenians at the Battle of Marathon in 490BC.
q_1783,"hypothetically, garlic chives could be considered good for battling vampires, though this is not a scientifically proven fact."
q_1784,"Mishka gastó $247,50 en todas las prendas de vestir."
q_1785,"30% от 100$ это 30$, значит стоимость груминга составляет 70$."
q_1786,valid
q_1787,N. Scott Momaday lived longer than Ellen Glasgow.
q_1788,Hong Kong
q_1789,C. in the direction of water and the pull of gravity
q_1790,A. primary succession
q_1791,besetting boyd counterweight detergent groove hide intangible menlo menlo nv ovipositor sans spumoni
q_1792,D. Decomposing algae lowered the amount of dissolved oxygen.
q_1793,Réponse : 294 $
q_1794,A. deposition of sediments
q_1795,No.
q_1796,B. when there is a limited amount of water in their environment
q_1797,Kitty Hawk
q_1798,"Yes, hyenas appear in the Broadway musical *The Lion King*. They are portrayed as Scar's minions and play a significant role in the story."
q_1799,"No, Muhammed was not a member of the Uniting Church in Australia. The Uniting Church in Australia is a Christian denomination combining Methodist and Presbyterian traditions, while Muhammed was the prophet of Islam and not a Christian."
q_1800,285
q_1801,Yes.
q_1802,C. They both travel at the same speed.
q_1803,3 × 25 × 8 = 600
q_1804,B. Stay with a classmate at all times.
q_1805,(F) 12/02/1933
q_1806,"No, Edgar Allan Poe is not obscure in the world of horror fiction. His work remains highly influential and widely recognized."
q_1807,"B. the Moon, the Sun, Earth, the Milky Way galaxy"
q_1808,Flamingo Las Vegas
q_1809,11000
q_1810,Compounds like phenol and acetone serve as feedstock materials in the synthesis of many different substances.
q_1811,The Shins
q_1812,"To complete the 72 vlogs per month, Emma needs to make **24 more vlogs**."
q_1813,"The Bloc's sidewalks and sanitation facilities have seen significant improvements over the past decade, contributing to the overall enhancement of Warsaw's infrastructure. These improvements were driven by solid economic growth, increased foreign investment, and funding from the European Union. The revitalization of sidewalks and sanitation facilities has helped modernize the city, improve public health, and enhance the quality of life for residents."
q_1814,Pacific National and CFCL Australia.
q_1815,40 − 20 = 20 white shirts with no collars
q_1816,A. making fine incisions.
q_1817,No
q_1818,Total spent: $6 + $5 + $3 = $14
q_1819,(A) red ball
q_1820,Gweilo
q_1821,Yes
q_1822,1926
q_1823,"Yes, many fans of J.K. Rowling know who Alan Rickman is, as he portrayed the character Severus Snape in all eight Harry Potter films based on her books."
q_1824,Manitoba is bordered by the US states of North Dakota and South Dakota.
q_1825,"associated with the legacy of the state's namesake, George Washington, who was the first President of the United States. However, the specific name of the university is not directly mentioned in the provided context. The university is commonly known as Washington State University (WSU)."
q_1826,Total amount spent: $1110
q_1827,Niger
q_1828,12 বছর
q_1829,John is missing $125.
q_1830,B. the ability of ice to float on liquid water
q_1831,36.11%
q_1832,C. euglena
q_1833,Kangpenqing
q_1834,"Yes, the Red Sea holds significant biblical importance. According to the biblical account of the Exodus, the Israelites, led by Moses, crossed the Red Sea after being pursued by the Egyptians. It is said that Moses parted the Red Sea, allowing the Israelites to escape safely while the Egyptian army was destroyed in the waters. This event is recounted in the Book of Exodus in the Hebrew Bible."
q_1835,Jackie will have **$15 more** if she
q_1836,(D) 8pm to 10pm
q_1837,他卖掉了 20 袋。
q_1838,13 years to the day
q_1839,(C) The loquats are the fourth-most expensive
q_1840,120
q_1841,**Ответ: 3**
q_1842,The Gallo-Romance language was replaced by the Norman language.
q_1843,No.
q_1844,WGCL-TV
q_1845,4
q_1846,Albany County
q_1847,"Zoology is unconcerned with strigoi because zoology is the study of the behavior and classification of animals based on science and fossils, while strigoi are spirits in Romanian mythology that can transform into animals."
q_1848,Yes.
q_1849,4 × 3 = 12 回
q_1850,Eileen Atkins
q_1851,A. Water molecules hitting the food coloring molecules caused the mixing.
q_1852,120
q_1853,Andy Williams' Greatest Hits
q_1854,Salisbury
q_1855,Mountain West Conference
q_1856,"Other than T cells, other immune cells that express CYP27B1 include dendritic cells, keratinocytes, and macrophages."
q_1857,175
q_1858,"Yes, guitarists typically have calloused fingertips, which are formed of layers of dead skin and usually lack sensation. This can make their fingers less sensitive to pain compared to the average person."
q_1859,C. to store food that will be eaten over the winter months
q_1860,No
q_1861,1995
q_1862,"Yes, it is unusual to play Happy hardcore music at a funeral."
q_1863,Total number of functioning street lights = 96 - 20 = 76
q_1864,Yes.
q_1865,(C) Ambiguous
q_1866,Austria
q_1867,"No, the Statue of Freedom cannot be seen from the Statue of Liberty. The Statue of Freedom is located in Washington, D.C., on the United States Capitol Building, while the Statue of Liberty is situated in New York City. The distance between the two landmarks is significant, and they are not visible from each other due to the distance and geographical layout."
q_1868,(G) Sam
q_1869,4
q_1870,(A) center midfielder
q_1871,"Packet switching allocates network bandwidth dynamically, on a per-packet basis, rather than pre-allocating dedicated bandwidth for each communication session. In packet switching, data is divided into small units called packets, each containing the data payload and control information such as source and destination addresses. These packets are transmitted independently across the network, and they may take different paths to reach their destination. The network resources are shared among multiple communications, and bandwidth is allocated as needed, based on the current traffic and available resources. This allows for efficient use of network resources and supports variable data rates and latency."
q_1872,A. using a fork to eat
q_1873,B. speed of currents in the oceans.
q_1874,B. What genes determine tulip petal color?
q_1875,Kenya
q_1876,"Lawrence Roberts suggested the system be used for the ARPANET, which was the first wide-area packet-switched network."
q_1877,No
q_1878,"C. Respiration adds carbon to the atmosphere, while photosynthesis removes carbon from the atmosphere."
q_1879,B. Earth rotates on its axis.
q_1880,182 million tons
q_1881,Bobby has 55 video games.
q_1882,Volga River
q_1883,"the song's title applies to the majority of people, including a majority of women."
q_1884,30
q_1885,10年後、トムには130本の木が残ります。
q_1886,Greater Los Angeles Area
q_1887,Member states say the Court of Justice does not have the final say on foundational constitutional questions affecting democracy and human rights.
q_1888,10
q_1889,No.
q_1890,79*
q_1891,AvtoZAZ
q_1892,2006
q_1893,160*
q_1894,"the younger son is 8 years old. The total number of candles needed is 12 + 8 = 20 candles. A pack of 5 candles costs $3, so the number of packs needed is 20 / 5 = 4 packs. The total cost is 4 * $3 = $12. James spends $12 on candles."
q_1895,Jessica paiera 3 600 $ en un an.
q_1896,4800
q_1897,4680
q_1898,Stephen A. Smith
q_1899,Barack Obama
q_1900,A statement that asserts the equivalence of two complexity classes under the same resource constraints is not made in an effort of establishing the time and space requirements needed to enhance the ultimate number of problems solved.
q_1901,"Social welfare programs, progressive taxation, public education, universal healthcare, unemployment benefits, pension systems, and wealth taxes are types of programs that help to redistribute wealth."
